parameter,value
function,WFG2
dimension,24
population_size,120
max_generation,20000
parent_size,25
child_size,95
seed,2
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_6600
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,3.6053796083831009,4.2235916995887761,4.9352976724499111,5.696752399871623,7.3724141346506382,8.1904505749031919,7.7095075832605584,8.4664604229677654,9.1188221992984566,9.750109062976211,11.140241210881413,11.921574400806204,15.39383522696448,16.416579233848839,11.394137629600417,12.092105038867951,15.865101136017069,14.744342466990394,16.914118840203074,16.603950058462416,2.0376954594922676,0.037695459492267776,0,inf,0,1
1,0,0,0.20725846326076516,0,3.6457573543283726,4.083164862916151,5.0404274186694904,5.7886313179758613,7.8615769180830792,8.086080498288803,7.8343163461673964,8.515481033958892,9.160192787666702,9.7672000937559424,11.44547882061558,12.119745487403057,15.484202588012337,16.68522728421669,13.181979638613106,13.928406814112105,15.961435311581265,14.66319236793333,17.621168365015141,18.177629312246886,0.038020528639147858,4.0039251826434414,0,inf,0,1
2,2,4,5.6557003011280251,7.5959091462801558,3.5720781094040768,4.2742424518298439,4.9228107174996927,5.7503020424784799,6.5656769502855621,7.3431764631400709,7.711348880014457,8.4176515589151535,9.8935457714271724,9.3079505961822413,11.740661267662231,12.774445653221267,14.715263529144224,15.739393798208681,11.354019212348152,12.020991596187148,16.28653895345969,14.930258462400653,16.844509315014026,17.415744238292078,1.9540287370871057,0.80453572664238748,0,0.28291895311381771,0,1
3,1.4805629480547067,2.8043202961313924,5.3329501622499036,7.0496137340489735,3.5938801765797481,4.3506046138102832,4.8589312027109486,5.7682543259119301,7.4037001002274412,7.9655943031037282,7.744460704935558,8.4084248297660746,9.488426695282131,9.5612455382642967,11.570507123561281,12.115864799526275,14.547433157978309,15.543836450082097,11.736549518172412,12.476259205360639,15.875105482818686,14.781599764905929,17.275613801445871,17.71454389656849,1.4288444629246677,0.83339603013223806,0,0.28036287187762465,0,1
4,1.2741972112982087,2.6907975314058188,5.223957187193891,7.1768302387995009,3.508753211110744,4.3280945493962868,4.831658965336489,5.8018369925538158,7.8780640950901359,8.4976344181709003,7.6998689391768602,8.5242454286842193,9.1344793959173263,9.8141432928210932,10.761886755796262,11.333233356026371,14.449530417971669,15.834321795245101,11.627705167722468,12.064885668619207,15.775218063868708,14.687603326708276,17.198739918809387,17.430612454849566,1.3320048122206876,1.6215012966439701,0,0.2442255462270157,0,1
5,1.1249065755623275,0.40356343425092123,4.8594686293807614,7.5000071676507112,3.5313295610268525,4.3098578928217037,5.0031346495202946,5.746885037562552,7.0792819249235706,6.596198857924537,7.7164765966649203,8.5346191459743945,9.9413981069286095,9.4086949781243696,12.114206931613214,12.911000527748719,13.92130070065269,14.779036554027764,12.276672764894879,12.953410492866038,16.414553389462462,14.492330971146433,17.881827423359802,18.635781605292681,0.86808235647859244,1.6303501192103567,0,0.23930180504515944,0,1
6,1.0347746708118222,1.2370134960273811,2.7578033570767917,2.6706741270536067,3.6270758898586837,4.2093598290291707,5.1448819201786327,5.8413772268594535,7.5799315285185607,8.1549812752560271,7.776175470837237,8.5662904694701663,9.1841512872422317,9.7521142471219644,11.524583788847842,12.346009786960238,16.272557043143888,17.143614185305363,13.310188610986044,14.102924383983309,15.992701310681719,14.685569846021437,17.303413997527588,18.09039316842204,0.42776981761226957,2.4264431771675987,0,0.1964208265981652,0,1
7,1.020427899513894,0.099073163060611424,4.4889491153067107,7.8189978489292153,3.6006758667130971,4.1788247869765867,4.7524143312387119,5.5201464993881739,7.0754095443690543,6.4987829887221391,7.6661958434084072,8.5365069556023911,9.5845977714567994,9.4864875817597127,12.176810630675638,12.824699422622217,13.798832336393742,14.555204661105845,12.167266812172008,12.875091902986973,16.56214111760173,14.61723188535492,17.948280749651953,18.803959145429392,0.77657848773145766,2.3915160830989071,0,0.19378369197621848,0,1
8,0.23640122637735411,0.27490624938383007,3.326983140915877,0.80595882762546345,3.6970839763584102,4.0669099236090718,4.9105789812297482,5.8999182978776199,7.5298364880981286,8.2442778792987426,7.7356405504976431,8.4871799227855025,9.3481925112120727,9.5864000273639434,11.238887176557785,11.82465499495237,15.792832448427816,16.87289519033974,13.261840356485312,13.935229463966728,16.028200816471301,14.802062478348466,17.551669702153728,18.203989090710024,0.14534170386159176,3.2176749121313337,0,0.10889578666565436,0,1
9,0.66300201829112282,1.4648307622798058,2.1416441726595425,2.9248834226479814,3.8484244524834743,3.9733201199318109,4.7692729557234985,5.7882217946429435,8.0683458392900054,8.5944697228863003,7.6643297939746686,8.4477684392765635,9.2125674629804521,9.7856105756394935,10.961185836358807,11.597075281585013,15.688218328903107,16.398488038550486,13.43442498900092,14.130007516460488,15.953166773941795,14.631691603714941,17.63851557710943,18.299041744008989,0.34160600989658346,3.2158686904264147,0,0.10604106471828437,0,1
