parameter,value
function,WFG7
dimension,24
population_size,120
max_generation,2000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_2000
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,0,0,0,0,4.3239970311833646,4.2009606595412645,6.0222264772101015,6.4145187275875992,6.6753370887664074,6.9885323907785946,11.712702238011376,8.3885856981582076,9.1293685041796664,9.8113574257761353,10.577633980343489,11.206605045612481,17.27726140947177,17.06287510353258,13.283913667650292,16.032654318871106,16.286312959399218,20.440814216383956,15.914509301456208,23.54611647901805,0.081320270137181294,4.0813202701371809,0,inf,0,1
1,2,4,6,8,4.4041237107724704,4.1927308974519466,5.9722007494641911,6.4593133891897248,6.6464608825211808,7.0028188097785504,11.619506707121369,8.3955875186706237,9.0897014813537975,9.8005333032868887,10.608914376162913,11.329400877975795,17.357261262792345,17.173425017916298,13.30209169202444,16.030855098862354,16.270783682325295,20.212663836683262,15.950464773707587,23.481386295868003,2.0814256486147036,0.081425648614703652,0,inf,0,1
2,0.96596588094651215,2.1687030113971586,2.8978990601262393,3.8638654029330306,4.3816549397152409,4.2258860099090123,5.9881796069274706,6.4745895364616457,6.6482085806919589,6.9447565311785038,11.664035770239538,8.4217262751474351,9.097223059754139,9.7590015053140444,10.537177230808087,11.268812179012421,17.147110793195601,17.109145937364552,13.426152214912914,16.11454180668127,16.181788343548682,20.478217049583915,15.832434495147638,23.388344190991344,1.6319550436375296,2.6107785403598585,0,0.083937178923848554,0,1
3,0.91470159539396445,2.0147304587588022,2.7441060882876269,3.6588081064584923,4.3658309422231341,4.2220263156787299,5.971517045893747,6.4834044408896725,6.6491278293098102,6.9452223610707815,11.659331243528186,8.4042838776758071,9.1183835239982329,9.7578156266238203,10.527616788578058,11.24076868308272,17.16455318881513,17.141793987171333,13.422073450769828,16.141575571983292,16.149643031265022,20.491839062067591,15.862073687641786,23.450377555471519,1.5800213675862569,2.7323935311443468,0,0.071102661136588308,0,1
4,0.45497804235529721,0.91314743593279413,1.3649345916463309,1.8199127861366005,4.3398085765697179,4.1997123814372701,5.9805193321413945,6.4411139833827846,6.6655476861512515,6.9740583966754484,11.680646260549707,8.385452808396936,9.1228026295806544,9.7927530841309807,10.549659859249063,11.198816430681886,17.276831742274229,17.152437060234501,13.342804012804278,16.068921285741926,16.186170784945354,20.44413726766097,15.923603089736737,23.578093665044836,1.02578377475786,3.6072624335106069,0,0.068562109549795094,0,1
5,0.37164891874891176,1.0092796105907049,1.1149440311862802,1.4865920547339493,4.3387181710279803,4.1945922554281347,6.0146142210900262,6.427542668852416,6.6715412726959249,7.0288102289869032,11.678351277141539,8.3769862174556149,9.1305144879535316,9.8286094947390747,10.628070613475382,11.273648959867696,17.371389630919278,17.102226838960966,13.240432627575345,16.023818645136135,16.348410339285653,20.265022055126714,15.987165704430693,23.551265225515888,0.95229570006471131,3.6831369724330245,0,0.059434944921406364,0,1
6,0.11440449369380892,0.33456680319703608,0.34321515417977277,0.45762019742590576,4.3427629136384338,4.1967516120266559,5.9280308005272673,6.4662146689989672,6.658503555527238,6.9476356116248228,11.658064812061539,8.3787925895158555,9.131118403335071,9.7694132995663878,10.500146469401894,11.14553671027282,17.254803996725695,17.259904030576806,13.432478780903413,16.121482780148753,16.034405616814997,20.514119148557171,15.929520125996603,23.654160371873768,0.46584583054887246,4.0076625363169152,0,0.045561185391216202,0,1
7,0.045783636337910709,0.48016861352763818,0.13735164357229443,0.18313551782853804,4.3593504012592916,4.2335554938346789,5.9361896339497271,6.5238997658816844,6.6409164935682794,6.9204950817257842,11.648010879690641,8.4025008272657331,9.1686658584456975,9.729644988706541,10.494654543326218,11.201873392216372,17.064392694566465,17.189501254282206,13.542497007576596,16.248611045186419,16.043267624010618,20.590433869290212,15.852289680999847,23.452543763219353,0.37655731508793006,4.0392371116259893,0,0.045175335652207819,0,1
8,1.5240749072113449,2.8005525757882364,4.5722246424353905,6.0962995266442164,4.4224397850976205,4.176583706257766,5.8875919935353807,6.4874123888675452,6.6355507086243319,6.9852297305504782,11.577133599447048,8.3891015658245571,9.1248191723546519,9.7827908168778421,10.571619999310105,11.262078579696182,17.35906340914871,17.353225271188688,13.456838507218277,16.087722335794069,16.068764393030051,20.236047938511163,15.994108986710344,23.609267847653047,1.9621777114950847,1.4441821427351798,0,0.045058971067558254,0,1
9,0,0.27963581835273377,0,0,4.3277809981367836,4.2007887098870871,6.0323450334875055,6.4162516959300309,6.6724390884743991,6.9985454402864642,11.709332352390277,8.385425992671852,9.1445844321463898,9.8173270097160046,10.601702044093027,11.23583524192952,17.283575077898856,17.028612835743203,13.255520691543772,16.033469020299133,16.344220437759965,20.398188026266485,15.921634737622393,23.511667955578691,0.19212906654801737,4.0754117956898472,0,0.044110286366433549,0,1
10,1.4508953555628015,2.9233354528293689,4.352686768101977,5.8035823544465508,4.377871288714533,4.1931151116654926,5.9649087250376738,6.4476494629278882,6.6576314740019686,6.9935891507437002,11.642811617471759,8.3929303383404612,9.0860538218519142,9.7986639868857264,10.574883823784763,11.262657875839395,17.34899977072525,17.213518825418561,13.342873098942921,16.033589037666907,16.193343140408057,20.302492510372105,15.953248205191155,23.560837055498478,1.9435017175547187,1.5407707068431793,0,0.041053704498043311,0,1
11,2,3.4860409417922793,6,8,4.5096481157436976,4.155341031756123,5.8298138542901814,6.472728237240263,6.6192507057844105,6.9704449611703359,11.540852168173446,8.4420523858962131,9.1101350331364124,9.7783520017901928,10.572962025002152,11.262994597407411,17.336879385097397,17.491566483799129,13.688989503366544,16.031181238498142,15.920340637536183,20.185489128644306,15.967739994429101,23.592227534640735,2.0804082919254201,0.26826880752131216,0,0.039930128039614946,0,1
12,0.020000782756121487,0.55647111696300966,0.06000186061494131,0.080002481450703433,4.4271993420912086,4.1793877776515105,5.9707976225534471,6.4318643288838784,6.6469553485311819,7.0238920738018162,11.635822070919657,8.423249802149968,9.1711654355194376,9.8257238947017065,10.667859557044752,11.318942322742112,17.310961430855208,17.167018352747181,13.4506312426678,16.013972556113583,16.292990426145717,20.176506526862063,15.964844938725436,23.453199149496001,0.33397575326574636,4.0503746035854959,0,0.039624950468571125,0,1
13,0.13682721956884247,0.34878339149786247,0.41048311654646941,0.54731081472849319,4.3541345249736398,4.1985526257181665,5.9599374133921197,6.4461794747882832,6.6630283128486347,6.9722604218503719,11.672228950309943,8.3978851305936129,9.1319189642266512,9.7887367357842052,10.547094801322675,11.188390195024425,17.2545520024591,17.206159665831741,13.434561747175293,16.081470344540111,16.126238477999355,20.445181921960785,15.9270105620379,23.584611937658252,0.50485816458659238,3.9908988409857296,0,0.036449855429669421,0,1
14,0.89994078843026259,1.8564955501703677,2.6998230952590334,3.5997641239611964,4.3887039558275918,4.2089223480820497,5.9452032194623774,6.5019624149970774,6.6361729445591289,6.9537305582106548,11.61906022452375,8.3910025187348474,9.1400974260367214,9.7596907877562717,10.55043758033332,11.271691385860782,17.211539729165164,17.171698354233797,13.393336648824647,16.152465547220526,16.162918549977633,20.395484431642934,15.898278524928783,23.462683875208789,1.5508072183066437,2.7967024917738268,0,0.036247213921487872,0,1
15,0.29470839901878054,1.228934222883056,0.88412325300558692,1.1788310153979804,4.3987182340830566,4.2023907464609662,5.8878888508372329,6.567929011311274,6.6164090729176293,6.9748054392525578,11.547095008869441,8.3521794279547539,9.2075934542055062,9.7518154381935656,10.579200164554468,11.314783996316988,17.264832050739347,17.262125690882943,13.386147087008615,16.257751608302808,16.148594808394112,20.256275184687098,15.996080032611431,23.505385868306966,0.90230679130728375,3.7303485059518202,0,0.035785197751758542,0,1
16,0.50898841824535346,0.84992085282823326,1.526966821846194,2.0359557561113824,4.3485507315390022,4.185949217995657,6.0223467035311957,6.3806710591632037,6.6804463738796089,7.0106329100100515,11.712622885690505,8.4060129829902408,9.0996892467809509,9.8343277750749571,10.604576344534252,11.219905307644188,17.3475755853888,17.105960493317234,13.309200344534132,15.947499679449157,16.291458456715262,20.350446709467402,15.936422021260636,23.570864008495011,1.0694287848732535,3.5591884533477529,0,0.035571287787220497,0,1
17,0.67096008390591544,1.5418337964354567,2.0128812184212541,2.6838416204588906,4.4752993312009552,4.1851011315217894,5.9265417324845906,6.4377363888288208,6.6373713529394243,6.9721795270013978,11.623827871050119,8.47191303904048,9.1179105492325689,9.788912049628685,10.597423496912555,11.278428925434669,17.206021196215165,17.278097162015143,13.665480173806056,16.015230174432393,16.082648950097919,20.299115050404733,15.879074308207743,23.426249925060883,1.3308244416466799,3.2076900573162086,0,0.034983745374898872,0,1
18,0.50204881243407817,1.4905625552945472,1.5061424282264266,2.0081899207114713,4.2696386172817924,4.2201041017533685,6.0455406941253003,6.4369264806226099,6.6888501580157671,7.009749143676431,11.716479957104053,8.3520564059700355,9.0830966947931149,9.8104495468794468,10.563049527399997,11.227016802659568,17.352710176734504,17.058651379193059,13.132382661578699,16.062635763907693,16.334470962687316,20.415813455092781,15.963256992567516,23.593587665234462,1.1697526117718355,3.4392998493119076,0,0.034346076384379282,0,1
19,0,0.73254038918188435,0,0,4.3491501900030016,4.2082022626505022,6.0384592847415632,6.4246383350710925,6.6685687974478718,7.012170320233639,11.697636321327415,8.4012314490003934,9.1343943982390261,9.8186683334921376,10.626947262981586,11.289480927928333,17.275564982569104,17.030367812052479,13.289521615770084,16.032819282046365,16.374726055781071,20.32908955501928,15.921604726992944,23.441124600821123,0.30584926384507971,4.0563278114689449,0,0.033666241235097212,0,1
20,1.1956173813231474,2.6893352665162751,3.5868517142242808,4.7824689559362552,4.4086686297524365,4.1937198767030059,6.003603903832472,6.4387959843958971,6.6478814447043515,7.0033834439696543,11.643817649082871,8.4111357178071007,9.1106596740594465,9.8100878791975354,10.634407132981837,11.340380170563515,17.310098223328286,17.082402277950163,13.299784927512723,16.007924389830048,16.347763085152643,20.229583152208757,15.914319669044133,23.408601170278633,1.8146853937220708,2.0777247784416404,0,0.03329404824965243,0,1
