parameter,value
function,WFG7
dimension,24
population_size,120
max_generation,2000
parent_size,25
child_size,95
seed,1
constraint,0
mutation_rate,0
learning_rate,0.0020833333333333333
M,2
k,4
l,20

snapshot_generation_300
index,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,f0,f1,rank,crowding_distance,constraint_violation,evaluated
0,2,4,6,8,5.032445583032688,4.0555901559090595,4.5124519033577979,7.9079041036545323,6.2612399012150037,6.9533570009290377,9.8380581968205121,8.108097463674369,8.8837299460770094,9.559105682217595,10.487907545566591,12.311205934436153,19.025240804332373,19.92795901623899,12.696404963614112,17.107920893043712,14.511164524980844,17.521071525296488,17.482150163804491,24.692975879682436,2.1028927648734315,0.10289276487343178,0,inf,0,1
1,0,0,0,0,4.5052783280539908,4.8714631345717079,9.5667567004323626,3.015049481962508,7.3071257978850399,7.4820033629804534,15.731732841250091,10.666466526291599,10.004982078331043,10.215853705538359,12.131639960218944,10.627901728703151,10.162123337268977,10.914363503395906,20.945657205657721,13.791683490614282,20.412045279385147,25.147195786258447,11.036270246853288,16.005030645178568,0.18862741474073827,4.1886274147407381,0,inf,0,1
2,0.45070017953748209,2.4018599504869016,0.7974280978080005,1.0535283132819948,4.9190079683629238,4.2335137515914658,7.1087208865290332,5.7096206667361269,6.5559990673477326,6.9885511429671299,12.226175091633685,8.982055025307929,9.2686287010594732,9.7604798392120724,11.277606415966929,11.882762874597685,15.21976992019867,13.955732614016734,13.474628895923185,15.348651040178979,18.936751953135769,20.712443930924792,13.913765207875255,20.104580772669681,1.1312337012593279,3.5040142109125312,0,0.050821004081563939,0,1
3,1.4580644039267265,2.4481592168474244,4.2909042964540776,5.7127141622885942,4.6767497472838526,4.2318622256567675,6.6005807304761035,5.6742371007331824,6.6807797554531705,7.0334255627390023,12.398138437777964,8.9737656225823716,9.3281984160266926,9.9573888459139699,11.111799722462543,11.427677118340743,16.151435511357857,15.946886167847717,14.978414290614289,15.189818712463486,17.13148342004018,20.89017536348868,14.908214455362245,21.74890401962713,1.9141354517327842,1.7320196826253085,0,0.048300410787066463,0,1
4,0.5746151705956335,2.2491805418561368,0.91782904763074369,1.2001297184430464,4.768989514960376,4.2880300637222248,7.2896460309881679,5.652874793475017,6.6283180033225708,7.0532836029859443,12.419999974875145,9.1109063545940661,9.2078743303814807,9.8089044819697442,11.361926427982056,11.813921506308001,15.061273272573832,13.611426996606426,13.365633055660776,15.30592997092111,19.183927794088724,20.907526021026115,13.833760986485105,20.013201884991833,1.1813433686264101,3.4422615628397955,0,0.04729384268515275,0,1
5,0.094310198593969968,2.1582224469151168,0.041469056748974387,0.05314502984013203,4.9142012561020003,4.4289243563502234,7.7666671883466876,5.7184919881235441,6.5743211709618237,7.0357583063457598,12.359610310848563,9.1852032624281801,8.9134031446564617,9.5970577710018343,11.367387535085305,12.267344426887917,14.10727873460249,12.282042092398274,12.667025469386106,15.525431522731299,20.411505226407069,20.943113942800526,12.961480208608728,18.436826709586004,0.70138743016694327,3.9144362970827382,0,0.046548131349860827,0,1
6,0.28746378513381454,2.2905481400145971,0.64469321718233041,0.86657095977657961,4.9937233994010324,4.3202444736310293,7.3670708621661456,5.7209834289084451,6.5801629020724057,6.9797745757520921,12.219699578878776,9.117389610242153,9.0013941963923365,9.6583466217685441,11.189258588594308,11.988803484083592,14.5633351140311,13.338084893791903,13.328695098352027,15.435046652316082,19.392869849868823,20.864146350063937,13.422480749026748,19.36925666697692,1.0186250306101645,3.6363115796454148,0,0.044140494966519783,0,1
7,0.30893620966628205,2.1830236034639983,0.54224705671576456,0.71378823025692617,4.9414024838092487,4.3442714252800583,7.4333067434201725,5.5646483515753502,6.6157326728236381,7.0337783751606313,12.449669399113239,9.2258553744981722,9.0902204029370708,9.7172974852125567,11.289606424530241,11.923909640396204,14.495302711866646,13.366610567578576,13.877319267817045,15.307595013339794,19.31236233503726,21.057175739398637,13.415877442670846,19.294964460651808,0.98022103218798684,3.6780502851110621,0,0.044130424822070011,0,1
8,0,0.67084666589610376,0,0,4.5541504675348747,4.8070463861521127,8.9884864780739449,4.0497213638886027,7.0291459635613895,7.5312749546603115,14.570921494762411,10.068957398406841,9.8398359654950713,9.9105425782787968,12.039607487925736,11.35840964162181,11.345073563454982,11.423603380534015,18.471958820205565,14.891797548252461,20.633284145328034,23.460991487337846,11.822261022817413,16.549276265130079,0.35231186809743409,4.1268746777076206,0,0.041943894589750182,0,1
9,1.942430028324843,3.5907750642937768,6,8,5.0530219500020399,3.9942517741952619,4.9163187545040641,7.1116396519294254,6.3708057305482351,6.9784945394409323,10.543032957189331,8.3759511376236659,9.0494039306025567,9.6904866543748387,10.539818923257739,11.815450937014495,18.332371847191695,19.346882144410124,14.084852574293853,16.389314928319489,14.720332569764169,18.528153189462294,16.845487950508414,24.211351619950847,2.0862051561351076,0.27980326792989424,0,0.040171969787965126,0,1
10,0.13962097623154673,2.2168225173693448,0.17631590908859357,0.23418268462187003,5.0668573670198782,4.339820861005907,7.5583528000454363,5.7162467210201999,6.5153071443535877,7.0928295571009485,12.244527325491894,9.253590615087214,9.0879869353486811,9.5804589202969606,11.429740214695537,12.200616618781742,14.119234058784574,12.667939729810957,13.30540994819766,15.589367869441308,20.074578191822003,20.730719808028365,13.073267700976485,18.515224676600738,0.78989835505796491,3.8432479033047557,0,0.03996206727234046,0,1
11,1.6443039460263851,3.1738283130398819,3.9633646792412738,5.2715475519704125,4.6784019888012232,4.1842400411333598,5.6348681521792781,6.8087085586198084,6.4878062465738333,6.9997252337120628,11.177309076430737,8.3709615512552649,9.1277663530074626,9.7175922197949589,10.749390122492008,11.816648114483785,17.635497698664821,17.780486233326162,13.44341972900027,16.307614870715891,16.019262293623594,19.385176654716215,16.22008387971584,23.360703797160596,1.9548626265532267,1.4963536207272634,0,0.039686993541866875,0,1
12,1.7002213879177894,3.385083468557359,4.7986057113036802,6.398636243282855,4.9621036983648557,4.0508987654293129,5.3546237736022553,6.9152329281574696,6.4225288925981419,6.966186444021826,10.821378876788238,8.4394594030764232,9.0210647823210568,9.706486404966574,10.628101084687115,11.8364983222001,17.829934077250499,18.232240123801915,13.549580555623438,16.220705100704262,15.625740115116777,18.935152892893047,16.327316764399299,23.517443830707172,2.0281111872343582,1.0383581696320887,0,0.038597358047479324,0,1
13,0.30924090094439621,1.8618298382702989,0,0,4.8017283791368017,4.4432072061407952,7.6696517165532008,5.2631630613074876,6.6791577143692749,7.2042150477694173,12.897458801819825,9.2336727312408264,9.549921915403301,9.7625516414940847,11.565531364832982,11.802894889503643,13.955556053455362,13.261232528186779,15.152843543117228,15.436126701346188,19.508606423799321,21.430570803364297,13.340118668635537,18.955942510240881,0.73101085012818801,3.9001928287079228,0,0.038515774052708777,0,1
14,0.14631002132332971,1.9168771357954011,0,0,4.8088421882336894,4.4467954283984685,7.811877272139216,5.2856607686171833,6.6831232307993087,7.1012977745865369,12.857583241371836,9.2646905861262852,9.1986334011981032,9.74458413740361,11.435460394267759,11.912737486905375,14.01132893440994,12.765572885512542,14.238188329652049,15.217166200060072,19.861350006843605,21.506148413690156,13.074530029798924,18.726098674606501,0.66041061280731628,3.9396896991948314,0,0.037921675565989313,0,1
15,0.64944589120895158,2.4883091458098008,1.3522394492621852,1.789657245273375,4.8626039543780326,4.2836452616904879,6.9554489465288158,6.0010191413779461,6.5394075906371425,7.0535111521537335,11.99813849322145,8.9283865549261225,9.1534188560057537,9.6823129506661783,11.2384517225405,11.986729150016362,15.378020923538882,14.349447110184428,13.302668853749619,15.727958462038815,18.723713257404338,20.390299073036431,14.172504991752453,20.3280889373309,1.3321260830090227,3.2234977967943852,0,0.037234950561761279,0,1
16,0,0.46795252334866233,0,0,4.6361971469483256,4.712404836494648,9.0849871942449187,3.4896312233888636,7.0757461938792945,7.6040833014919027,14.998761790006915,10.139635575330727,10.285963051241582,10.092474912033451,12.19522882919922,11.086293439794927,11.16150896863499,11.522916257998137,19.951045333361517,14.40959897119679,20.542300671064332,23.814297516790603,11.77657404745829,16.471458842521933,0.31579940502867632,4.1492387609116319,0,0.036625364817595971,0,1
17,0.56223335240082351,2.5576331058020516,1.3384102090581205,1.7712012784198456,4.8093117676443269,4.324523574054437,6.9443634561981122,6.0908645974338906,6.5328706766685265,7.0009871573459517,11.961623027483576,8.8257208978267698,9.0743768844400954,9.6886751673503753,11.235852060616681,12.141997400078273,15.639431021441522,14.386209731476798,12.859758633487386,15.732115716022049,18.746993976797121,20.287165407622545,14.292719175397441,20.47663551763176,1.3128886318890065,3.2584840209457973,0,0.03565251719089256,0,1
18,0.20383959665966703,1.8645209550459145,0.4157064681642772,0.55082199826119382,4.8776570381206756,4.382664806918692,7.8943834029913775,5.1047910975276229,6.6911596369724764,7.1253864710050099,12.889190485984512,9.1880135943384555,9.3244244918956039,9.772887050599369,11.388210780201071,11.819225096782784,13.867074974918435,12.568581661700037,14.383849534865764,15.103726958429897,20.109988368760757,21.556002205487591,12.977151075659448,18.597894179468064,0.85529579131924294,3.8077453846361493,0,0.03562371879580932,0,1
